NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
PETROBRAS DISTRIB;VIBRA,PN;ON,BRDT4-OLD;VBBR3,34.274.233/0001-02,AÇÃO,-;BRVBBRACNOR1,-;PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,-;PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,-;EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,024295,Concedido em 12/12/2017,CIAS ABERTAS,VIBRA ENERGIA S/A,True,True,False
PETROFLEX,ON;PNA,PEFX3;PEFX5,29.667.227/0001-77,AÇÃO,-,-,-,-,013994,Cancelado em 31/10/2008,CIAS ABERTAS,PETROFLEX INDÚSTRIA E COMÉRCIO S.A.,True,True,False
PETROQ UNIAO,ON;PN,PQUN3;PQUN4,61.632.964/0001-47,AÇÃO,-,-,-,-,014494,Cancelado em 16/12/2008,CIAS ABERTAS,PETROQUIMICA UNIAO SA,True,True,False
PETROQUISA,ON;PN,PTQS3;PTQS4,33.795.055/0001-94,AÇÃO,-,-,-,-,013595,Cancelado em 08/11/2006,CIAS ABERTAS,PETROBRAS QUÍMICA S.A.- PETROQUISA,True,True,False
PETRORECSA,ON,RECV3,03.342.704/0001-30,AÇÃO,BRRECVACNOR3,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,025780,Concedido em 30/04/2021,CIAS ABERTAS,PETRORECÔNCAVO S.A.,True,True,False
PETRORIO,ON,PRIO3,10.629.105/0001-68,AÇÃO,BRPRIOACNOR1,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,022187,Concedido em 21/10/2010,CIAS ABERTAS,PRIO S.A.,True,True,False
PETTENATI,ON;PN,PTNT3;PTNT4,88.613.658/0001-10,AÇÃO,BRPTNTACNOR6;BRPTNTACNPR3,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,009539,Concedido em 04/02/1981,CIAS ABERTAS,PETTENATI S.A. INDUSTRIA TEXTIL,True,True,False
PETZ,ON,PETZ3,18.328.118/0001-09,AÇÃO,BRPETZACNOR2,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,025089,Concedido em 09/09/2020,CIAS ABERTAS,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,True,True,False
PEVE PREDIOS,PN,PVPR4,PVPR4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
PEVE-FINASA,PN,PVFS4,PVFS4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
PINE,ON;PN,PINE3;PINE4,62.144.175/0001-20,AÇÃO,BRPINEACNOR1;BRPINEACNPR8,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020567,Concedido em 27/03/2007,CIAS ABERTAS,BANCO PINE S/A,True,True,False
PIRELLI,ON;PN,PIRE3;PIRE4,61.150.751/0001-89,AÇÃO,-,-,-,-,009601,Cancelado em 05/12/2000,CIAS ABERTAS,PIRELLI CABOS SA,True,True,False
PIRELLI PNEUS,ON;PN,PIPN3;PIPN4,59.179.838/0001-37,AÇÃO,-,-,-,-,013358,Cancelado em 05/12/2000,CIAS ABERTAS,PIRELLI PNEUS SA,True,True,False
PLANOEPLANO,ON,PLPL3,24.230.275/0001-80,AÇÃO,BRPLPLACNOR5,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025070,Concedido em 04/09/2020,CIAS ABERTAS,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,True,True,False
PLASCAR PART,ON;PN,PLAS3;PLAS4,51.928.174/0001-50,AÇÃO,BRPLASACNOR2;-,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,013471,Concedido em 19/04/1989,CIAS ABERTAS,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,True,True,False
POLAR,ON;PN,POLA3;POLA4,95.424.479/0001-08,AÇÃO,-,-,-,-,007005,Cancelado em 31/05/2001,CIAS ABERTAS,IND BEBS ANTARCTICA POLAR SA,True,True,False
POLIALDEN,ON,PLDN3,PLDN3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLIALDEN,PN,PLDN4,PLDN4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLIPROPILENO,ON,POPR3,POPR3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLIPROPILENO,PN,POPR4,POPR4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLIPROPILENO PARTI,ON;PN,PORP3;PORP4,01.391.425/0001-31,AÇÃO,-,-,-,-,015997,Cancelado em 15/12/2005,CIAS ABERTAS,POLIPROPILENO PARTICIPACOES S.A.,True,True,False
POLITENO,ON,PLTO3,PLTO3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLITENO,PNA,PLTO5,PLTO5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLITENO,PNB,PLTO6,PLTO6,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
POLPAR,ON,PPAR3,59.789.545/0001-71,AÇÃO,BRPPARACNOR5,OUTROS,OUTROS,OUTROS,013447,Concedido em 03/03/1989,CIAS ABERTAS,POLPAR S.A.,True,True,False
POMIFRUTAS,ON,FRTA3,86.550.951/0001-50,AÇÃO,BRFRTAACNOR8,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,019658,Concedido em 28/12/2004,CIAS ABERTAS,POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL,True,True,False
PORTO SEGURO,ON,PSSA3,02.149.205/0001-69,AÇÃO,BRPSSAACNOR7,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,016659,Concedido em 28/11/1997,CIAS ABERTAS,PORTO SEGURO SA,True,True,False
PORTOBELLO,ON;PN,PTBL3;PTBL4,83.475.913/0001-91,AÇÃO,BRPTBLACNOR8;-,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,013773,Concedido em 04/01/1991,CIAS ABERTAS,PBG S/A,True,True,False
PORTX,ON,PRTX3,10.846.981/0001-46,AÇÃO,BRPRTXACNOR9,-,-,-,021776,Cancelado em 11/07/2012,CIAS ABERTAS,PORTX OPERAÇÕES PORTUÁRIAS S.A.,True,True,False
POSITIVO TEC,ON,POSI3,81.243.735/0001-48,AÇÃO,BRPOSIACNOR9,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,020362,Concedido em 06/12/2006,CIAS ABERTAS,POSITIVO TECNOLOGIA S.A.,True,True,False
PPLA,A.;B.;UNT,PPLA36;PPLA35;PPLA11,15.073.274/0001-88,AÇÃO,BRPPLABDR002;BRPPLABDR010;BRPPLAUNT007,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,-,-,-,-,True,False,False
PQ HOPI HARI,ON;PN,PQTM3;PQTM4,00.924.432/0001-99,AÇÃO,BRPQTMACNOR4;BRPQTMACNPR1,CONSUMO CÍCLICO,VIAGENS E LAZER,PARQUES DE DIVERSÃO,015377,Cancelado em 30/05/2018,CIAS ABERTAS,HOPI HARI SA,True,True,False
PRATICA,ON,PRCA3,10.747.021/0001-29,AÇÃO,BRPRCAACNOR3,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,023728,Cancelado em 31/12/2017,CIAS ABERTAS,PRÁTICA PARTICIPAÇÕES S.A.,True,True,False
PRATICA,ON;PN RESG,PTCA3;PTCA11,08.574.411/0001-00,AÇÃO,BRPTCAACNOR9;BRPTCAARNPR4,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,024546,Concedido em 27/09/2018,CIAS ABERTAS,PRÁTICA PRODUTOS S.A.,True,True,False
PRINER,ON,PRNR3,18.593.815/0001-97,AÇÃO,BRPRNRACNOR4,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,024236,Concedido em 02/10/2017,CIAS ABERTAS,PRINER SERVIÇOS INDUSTRIAIS S.A.,True,True,False
PRO METALURG,ON;PNA;PNB,PMET3;PMET5;PMET6,56.994.924/0001-05,AÇÃO,BRPMETACNOR0;BRPMETACNPA3;BRPMETACNPB1,-,-,-,001686,Cancelado em 09/08/2021,CIAS ABERTAS,PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,True,True,False
PROFARMA,ON,PFRM3,45.453.214/0001-51,AÇÃO,BRPFRMACNOR1,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,020346,Concedido em 24/10/2006,CIAS ABERTAS,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,True,True,False
PROGRESSO,PN,BPRG4,22.531.842/0001-02,AÇÃO,-,-,-,-,001236,Cancelado em 09/01/2007,CIAS ABERTAS,BANCO DO PROGRESSO S.A.,True,True,False
PROMAN,ON,PRMN3B,02.291.077/0001-93,AÇÃO,BRPRMNACNOR5,-,-,-,019232,Concedido em 07/02/2002,CIAS ABERTAS,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,True,True,False
PROMETAL,PN,PMT4,PMT4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
PROMPT PART,ON,PRPT3,02.992.449/0001-09,AÇÃO,BRPRPTACNOR5,OUTROS,OUTROS,OUTROS,018333,Concedido em 18/06/1999,CIAS ABERTAS,PROMPT PARTICIPAÇÕES S.A.,True,True,False
PRONOR,ON;PNA;PNB,PNOR3;PNOR5;PNOR6,13.552.070/0001-02,AÇÃO,-,-,-,-,009784,Cancelado em 16/05/2011,CIAS ABERTAS,PRONOR PETROQUIMICA SA,True,True,False
PROVIDENCIA,ON,PRVI3,76.500.180/0001-32,AÇÃO,BRPRVIACNOR6,-,-,-,020974,Cancelado em 28/12/2015,CIAS ABERTAS,COMPANHIA PROVIDENCIA IND E COMERCIO,True,True,False
PRUMO,ON,PRML3,08.741.499/0001-08,AÇÃO,BRPRMLACNOR9,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,021482,Cancelado em 04/05/2018,CIAS ABERTAS,PRUMO LOGÍSTICA S.A.,True,True,False
QUALICORP,ON,QUAL3,11.992.680/0001-93,AÇÃO,BRQUALACNOR6,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,022497,Concedido em 17/06/2011,CIAS ABERTAS,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,True,True,False
QUALITY SOFT,ON,QUSW3,35.791.391/0001-94,AÇÃO,BRQUSWACNOR5,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,023302,Concedido em 03/12/2013,CIAS ABERTAS,QUALITY SOFTWARE S.A.,True,True,False
QUATTOR PETR,ON;PN,SZPQ3;SZPQ4,04.705.090/0001-77,AÇÃO,-,-,-,-,019267,Cancelado em 03/02/2011,CIAS ABERTAS,QUATTOR PETROQUÍMICA S.A.,True,True,False
QUERO-QUERO,ON,LJQQ3,96.418.264/0218-02,AÇÃO,BRLJQQACNOR5,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,025038,Concedido em 06/08/2020,CIAS ABERTAS,LOJAS QUERO QUERO S.A.,True,True,False
QUIMICA GERAL,PN,QGNE4,QGNE4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
RAIA,ON,RAIA3,60.605.664/0001-06,AÇÃO,BRRAIAACNOR2,-,-,-,022306,Cancelado em 02/02/2012,CIAS ABERTAS,RAIA SA,True,True,False
RAIADROGASIL,ON;PNA;PNB;PNC;PND;PNE;PNF;PNG;PNH,RADL3;DROG5;DROG6;DROG7;DROG8;DROG11;DROG12;DROG13;DROG14,61.585.865/0001-51,AÇÃO,BRRADLACNOR0;-,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,005258,Concedido em 20/07/1977,CIAS ABERTAS,RAIA DROGASIL S.A.,True,True,False
RAIL SUL,ON,RASL3,RASL3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
RAIL SUL,PN,RASL4,RASL4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
RAIZEN,PN,RAIZ4,33.453.598/0001-23,AÇÃO,BRRAIZACNPR6,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,025917,Concedido em 28/05/2021,CIAS ABERTAS,RAÍZEN S.A.,True,True,False
RANDON PART,ON;PN,RAPT3;RAPT4,89.086.144/0001-16,AÇÃO,BRRAPTACNOR7;BRRAPTACNPR4,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,014109,Concedido em 05/02/1993,CIAS ABERTAS,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,True,True,False
RASIP AGRO,ON;PN,RSIP3;RSIP4,94.789.468/0001-50,AÇÃO,BRRSIPACNOR2;BRRSIPACNPR9,-,-,-,018279,Cancelado em 16/07/2013,CIAS ABERTAS,RASIP AGRO PASTORIL SA,True,True,False
REAL,ON,REAL3,REAL3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
REAL,PN,REAL4,REAL4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
REAL CONS PART,ON;PNE;PNF,RCPR3;RCPR11;RCPR12,02.670.203/0001-10,AÇÃO,-,-,-,-,018023,Cancelado em 14/01/2002,CIAS ABERTAS,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),True,True,False
REAL HOLDINGS,ON;PN,RHPR3;RHPR4,02.670.204/0001-65,AÇÃO,-,-,-,-,018007,Cancelado em 14/01/2002,CIAS ABERTAS,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),True,True,False
REALPAR PART,ON;PNB,RPPR3;RPPR6,02.670.205/0001-00,AÇÃO,-,-,-,-,018015,Cancelado em 14/01/2002,CIAS ABERTAS,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,True,True,False
RECRUSUL,ON;PN,RCSL3;RCSL4,91.333.666/0001-17,AÇÃO,BRRCSLACNOR4;BRRCSLACNPR1,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,012572,Concedido em 20/12/1985,CIAS ABERTAS,RECRUSUL SA,True,True,False
REDE D OR,ON,RDOR3,06.047.087/0001-39,AÇÃO,BRRDORACNOR8,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,024821,Concedido em 21/10/2019,CIAS ABERTAS,REDE D'OR SÃO LUIZ S.A.,True,True,False
REDE ENERGIA,ON;PN,REDE3;REDE4,61.584.140/0001-49,AÇÃO,BRREDEACNOR7;BRREDEACNPR4,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,003190,Concedido em 16/10/1969,CIAS ABERTAS,REDE ENERGIA PARTICIPAÇÕES S.A.,True,True,False
REDECARD,ON,RDCD3,01.425.787/0001-04,AÇÃO,BRRDCDACNOR3,-,-,-,020893,Cancelado em 18/10/2012,CIAS ABERTAS,REDECARD S/A,True,True,False
REDENTOR,ON,RDTR3,12.126.500/0001-53,AÇÃO,BRRDTRACNOR7,-,-,-,022128,Cancelado em 19/01/2016,CIAS ABERTAS,REDENTOR ENERGIA S/A,True,True,False
REN HERMANN,PN,RHER4,92.690.700/0001-73,AÇÃO,-,-,-,-,010030,Cancelado em 12/08/2002,CIAS ABERTAS,RENNER HERRMANN SA,True,True,False
RENNER PART,ON;PN,RNPT3;RNPT4,02.659.727/0001-00,AÇÃO,-;BRRNPTACNPR7,-,-,-,017752,Cancelado em 20/07/2009,CIAS ABERTAS,RENNER PARTICIPAÇÕES SA,True,True,False
RENOVA,ON;PN;UNT N2,RNEW3;RNEW4;RNEW11,08.534.605/0001-74,AÇÃO,BRRNEWACNOR8;BRRNEWACNPR5;BRRNEWCDAM15,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,021636,Concedido em 20/08/2008,CIAS ABERTAS,RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL,True,True,False
RET PART,ON,OPRE3B,02.363.917/0001-86,AÇÃO,BROPREACNOR0,FINANCEIRO,OUTROS,OUTROS,017337,Cancelado em 11/06/2018,CIAS ABERTAS,RET PARTICIPAÇÕES S/A,True,True,False
REXAM BCSA,ON,LATS3,29.506.474/0001-91,AÇÃO,-,-,-,-,016250,Cancelado em 19/05/2004,CIAS ABERTAS,REXAM BEVERAGE CAN SOUTH AMERICA S.A.,True,True,False
RIMET,ON;PN,REEM3;REEM4,29.388.352/0001-48,AÇÃO,BRREEMACNOR8;BRREEMACNPR5,-,-,-,012840,Cancelado em 31/10/2012,CIAS ABERTAS,RIMET EMPREEND. INDS. E COMERCIAIS S/A,True,True,False
RIO GDE ENER,ON,RGEG3,02.016.439/0001-38,AÇÃO,-,-,-,-,016535,Cancelado em 01/01/2019,CIAS ABERTAS,RIO GRANDE ENERGIA SA,True,True,False
RIOSULENSE,ON;PN,RSUL3;RSUL4,85.778.074/0001-06,AÇÃO,BRRSULACNOR6;BRRSULACNPR3,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,013439,Concedido em 29/11/1988,CIAS ABERTAS,METALURGICA RIOSULENSE SA,True,True,False
RIPASA,ON,RPSA3,RPSA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
RIPASA,PN,RPSA4,RPSA4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
RJCP,ON,RJCP3,08.281.683/0001-04,AÇÃO,BRRJCPACNOR4,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,022330,Cancelado em 30/05/2018,CIAS ABERTAS,RJ CAPITAL PARTNERS S.A.,True,True,False
RNI,ON,RDNI3,67.010.660/0001-24,AÇÃO,BRRDNIACNOR9,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020451,Concedido em 18/01/2007,CIAS ABERTAS,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,True,True,False
RODOBENS,UNT,RBNS11,59.981.829/0001-65,AÇÃO,BRRBNSCDAM14,BENS INDUSTRIAIS,COMÉRCIO,MATERIAL DE TRANSPORTE,025801,Concedido em 06/05/2021,CIAS ABERTAS,RODOBENS S.A.,True,True,False
ROMI,ON;PN,ROMI3;ROMI4,56.720.428/0001-63,AÇÃO,BRROMIACNOR8;-,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,007510,Concedido em 19/04/1938,CIAS ABERTAS,ROMI S.A.,True,True,False
ROSSI RESID,ON,RSID3,61.065.751/0001-80,AÇÃO,BRRSIDACNOR8,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,016306,Concedido em 01/07/1997,CIAS ABERTAS,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
RUMO LOG,ON,RUMO3,71.550.388/0001-42,AÇÃO,BRRUMOACNOR3,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,023450,Cancelado em 19/12/2016,CIAS ABERTAS,RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.,True,True,False
RUMO S.A.,ON;ON-OLD;PN;UNT N2,RAIL3;ALLL3;ALLL4;ALLL11,02.387.241/0001-60,AÇÃO,BRRAILACNOR9;BRALLLACNOR6;-,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,017450,Concedido em 02/07/1998,CIAS ABERTAS,RUMO S.A.,True,True,False
S GOBAIN CANAL,ON;PN,BARB3;BARB4,28.672.087/0001-62,AÇÃO,-,-,-,-,003689,Cancelado em 01/06/2001,CIAS ABERTAS,SAINT-GOBAIN CANALIZAÇÃO S/A,True,True,False
S GOBAIN VIDRO,ON,VSMA3,60.853.942/0001-44,AÇÃO,-,-,-,-,004189,Cancelado em 31/05/2001,CIAS ABERTAS,SAINT-GOBAIN VIDROS SA,True,True,False
SABESP,ON,SBSP3,43.776.517/0001-80,AÇÃO,BRSBSPACNOR5,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,014443,Concedido em 27/06/1994,CIAS ABERTAS,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,True,True,False
SADIA S/A,ON;PN,SDIA3;SDIA4,20.730.099/0001-94,AÇÃO,-,-,-,-,018848,Cancelado em 04/11/2009,CIAS ABERTAS,SADIA SA,True,True,False
SAFIRA ENERG,ON,SAEN3,13.522.948/0001-59,AÇÃO,BRSAENACNOR2,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,027138,Concedido em 15/03/2023,CIAS ABERTAS,SAFIRA HOLDING S.A.,True,True,False
SAM INDUSTR,ON;PN,FCAP3;FCAP4,33.017.039/0001-70,AÇÃO,BRFCAPACNOR8;BRFCAPACNPR5,-,-,-,012980,Cancelado em 09/08/2021,CIAS ABERTAS,MASSA FALIDA DE SAM INDUSTRIAS SA,True,True,False
SAMITRI,PN,SAMI4,17.179.391/0001-56,AÇÃO,-,-,-,-,010260,Cancelado em 16/10/2000,CIAS ABERTAS,SA MINERACAO DA TRINDADE,True,True,False
SANEPAR,ON;PN;UNT N2,SAPR3;SAPR4;SAPR11,76.484.013/0001-45,AÇÃO,BRSAPRACNOR9;BRSAPRACNPR6;BRSAPRCDAM13,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,018627,Concedido em 10/03/2000,CIAS ABERTAS,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,True,True,False
SANSUY,ON;PNA;PNB,SNSY3;SNSY5;SNSY6,14.807.945/0001-24,AÇÃO,BRSNSYACNOR2;BRSNSYACNPA5;BRSNSYACNPB3,MATERIAIS BÁSICOS,MATERIAIS DIVERSOS,MATERIAIS DIVERSOS,012696,Concedido em 06/05/1986,CIAS ABERTAS,SANSUY SA INDÚSTRIA  DE PLASTICOS,True,True,False
SANTANDER BR,ON;PN;UNT,SANB3;SANB4;SANB11;SANB99,90.400.888/0001-42,AÇÃO,BRSANBACNOR8;BRSANBACNPR5;BRSANBCDAM13;BRSANBCDAXX8,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020532,Concedido em 02/03/2007,CIAS ABERTAS,BANCO SANTANDER (BRASIL) S.A.,True,True,False
SANTANDER NOROESTE,PN,BNET4,BNET4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SANTANENSE,ON;PN;PND,CTSA3;CTSA4;CTSA8,21.255.567/0001-89,AÇÃO,BRCTSAACNOR3;BRCTSAACNPR0;BRCTSAACNPD0,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,004081,Concedido em 20/12/1984,CIAS ABERTAS,CIA TECIDOS SANTANENSE,True,True,False
SANTISTA ALIMENTOS,ON,MFLU3,MFLU3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
SANTISTEXTIL,ON;PN,ASTA3;ASTA4,15.082.688/0001-73,AÇÃO,-,-,-,-,014516,Cancelado em 29/11/2007,CIAS ABERTAS,SANTISTA TEXTIL SA,True,True,False
SANTOS BRAS,ON;PN;UNT N2,STBR3;STBR4;STBR11,02.084.220/0001-76,AÇÃO,-,-,-,-,016446,Cancelado em 16/09/2020,CIAS ABERTAS,NUMERAL 80 PARTICIPAÇÕES S.A.,True,True,False
SANTOS BRP,ON;PN;UNT N2,STBP3;STBP4;STBP11,02.762.121/0001-04,AÇÃO,BRSTBPACNOR3;BRSTBPACNPR0;BRSTBPCDAM10,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,017892,Concedido em 09/11/1998,CIAS ABERTAS,SANTOS BRASIL PARTICIPAÇÕES S.A.,True,True,False
SAO CARLOS,ON;PN,SCAR3;SCAR4,29.780.061/0001-09,AÇÃO,BRSCARACNOR7;-,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,013781,Concedido em 25/03/1991,CIAS ABERTAS,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,True,True,False
SAO MARTINHO,ON,SMTO3,51.466.860/0001-56,AÇÃO,BRSMTOACNOR3,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,AÇÚCAR E ÁLCOOL,020516,Concedido em 07/02/2007,CIAS ABERTAS,SÃO MARTINHO SA,True,True,False
SARAIVA LIVR,ON;PN,SLED3;SLED4,60.500.139/0001-26,AÇÃO,BRSLEDACNOR0;BRSLEDACNPR7,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,010472,Concedido em 20/07/1977,CIAS ABERTAS,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
SAUIPE,ON;PN,PSEG3;PSEG4,00.866.577/0001-80,AÇÃO,BRPSEGACNOR4;BRPSEGACNPR1,CONSUMO CÍCLICO,HOTÉIS E RESTAURANTES,HOTELARIA,015261,Cancelado em 04/04/2018,CIAS ABERTAS,SAUIPE SA,True,True,False
SAVARG,ON;PN,VAGV3;VAGV4,92.772.821/0001-64,AÇÃO,-,-,-,-,011681,Cancelado em 04/01/2011,CIAS ABERTAS,S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA,True,True,False
SCHLOSSER,ON;PN,SCLO3;SCLO4,82.981.929/0001-03,AÇÃO,BRSCLOACNOR1;BRSCLOACNPR8,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,003549,Concedido em 28/06/1985,CIAS ABERTAS,CIA INDUSTRIAL SCHLOSSER S.A.,True,True,False
SCHULZ,ON;PN,SHUL3;SHUL4,84.693.183/0001-68,AÇÃO,BRSHULACNOR7;BRSHULACNPR4,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MOTORES COMPRESSORES E OUTROS,014664,Concedido em 19/12/1994,CIAS ABERTAS,SCHULZ SA,True,True,False
SEARA ALIM,ON;PN,SALM3;SALM4,02.914.460/0001-50,AÇÃO,-,-,-,-,018198,Cancelado em 05/04/2005,CIAS ABERTAS,SEARA ALIMENTOS SA,True,True,False
SEB,ON;PN;UNT N2,SEBB3;SEBB4;SEBB11,02.762.122/0001-40,AÇÃO,-,-,-,-,017906,Cancelado em 17/03/2011,CIAS ABERTAS,PEARSON SISTEMAS DO BRASIL S.A.,True,True,False
